Country;Currency;Technology;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023
Japan;National currency (nominal);Total Budget;78650;101710;118180;141950;167890;203310;302840;331260;338250;343420;348530;371880;389390;337030;276760;375590;367720;383000;392850;404720;433930;445666;459096;437681;441838;433171;436330;433517;516697;464788;428407;424024;421416;404362,665;402286,901;372252,174;353577,532;375171,261;386042,882;298983,647;346259,952;297111,815;279135,421;266172,745;318996,655;313559,516;315301,721;311913,879;305889,276;..
Japan;National currency (2022 prices);Energy efficiency;8825,616;11592,339;13115,671;13901,749;15338,259;6418,651;7618,079;4366,781;2573,691;2828,695;2837,709;2952,354;3054,897;12022,352;8001,386;549,284;394,48;1974,158;1956,38;3008,332;25213,271;26891,909;30594,912;29721,309;47962,446;58305,261;63016,426;66922,046;69323,166;51854,223;47710,048;50163,248;51602,046;49967,322;47277,205;37600,503;28133,937;31122,627;34375,685;43386,576;52545,712;48424,957;55084,12;50901,608;76978,598;79589,852;77998,977;79849,29;85663,743;..
Japan;National currency (2022 prices);Fossil fuels;1981,572;1576,899;1525,996;4461,377;2956,915;11461,877;42335,999;60223,428;51755,164;54787,896;50966,888;48974,936;51597,107;51704,034;48835,029;38286,072;39062,886;35096,151;36255,845;40340,209;40757,21;40469,902;37427,64;34338,759;28966,142;17671,31;11705,031;8335,995;37583,827;32042,949;35868,234;37613,368;41378,627;35493,738;38181,74;34894,571;31877,167;35922,086;38433,112;42028,862;42255,55;42225,684;27148,891;12154,5;18892,876;16757,359;14997,624;15358,736;15330;..
Japan;National currency (2022 prices);Renewables;2926,629;4617,047;5840,881;5792,395;7209,689;9203,887;22002,932;21590,131;22517,195;20451,257;18755,327;16900,721;16520,17;14725,895;16219,292;13259,913;13111,755;12704,075;12151,093;12640,349;11669,084;11743,782;11913,453;11804,424;13061,302;13895,412;16581,821;15051,98;19040,775;15566,89;33768,876;25194,858;27429,698;20598,825;20220,444;13100,777;21402,051;98534,37;85461,89;79585,601;75306,529;51004,688;43147,019;36574,139;49142,987;35364,767;43280,947;45963,492;42239,62;..
Japan;National currency (2022 prices);Nuclear;67144,796;81529,943;89731,189;148741,315;169616,171;200445,305;246397,916;250602,383;259057,156;260198,63;265198,691;290144,113;299943,404;242695,032;187456,833;297644,575;279958,512;279754,706;279708,462;288183,886;288721,241;299335,303;312019,556;294480,738;279901,913;280640,917;283212,723;282766,175;314696,442;307897,306;266155,639;270706,249;259025,56;260443,157;263397,209;260555,064;254557,835;203597,721;223243,472;133770,45;168560,656;117371,856;114085,148;117048,413;116240,213;114801,275;105891,069;107515,394;101542,823;..
Japan;National currency (2022 prices);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;23313,723;24648,785;24687,914;21639,489;22356,076;16132,434;12811,406;10814,646;14645,063;12103,708;12882,83;14191,415;14201,037;14909,3;21998,88;30992,385;32738,024;25647,856;21992,759;..
Japan;National currency (2022 prices);Other power and storage technologies;1006,029;823,965;420,964;690,158;966,004;1845,362;7323,397;9433,096;10003,011;8991,946;8625,009;9861,265;10410,376;8952,394;9152,877;9848,569;10472,498;10574,543;10760,089;6632,612;7576,98;7586,596;7877,28;8087,918;13926,804;14487,265;17856,78;20483,289;8292,574;4292,235;8026,56;7379,342;12098,026;14257,976;12479,591;13440,343;15011,47;12823,664;10761,28;5482,062;9092,918;9091,232;20476,623;19140,458;20464,875;16333,96;22037,269;24409,708;25698,47;..
Japan;National currency (2022 prices);Other cross-cutting technologies/research;38000,449;44352,062;44832,706;1355,667;1696,397;3656,339;4845,884;4886,132;6543,637;7278,211;8106,288;4609,288;3440,466;3664,143;2716,338;2351,322;2376,271;9943,909;11720,33;10480,063;12416,988;12920,935;12860,021;13151,814;11643,56;7608,896;8133,491;9136,712;38132,454;33157,877;0;0;0;0;0;272,716;271,286;262,243;0;0;0;20573,371;9102,058;19546,689;20200,156;22486,868;18307,875;13754,077;13421,861;..
Japan;National currency (2022 prices);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Japan;National currency (2022 prices);Total Budget;119885,089;144492,256;155467,408;174942,66;197783,435;233031,422;330524,206;351101,951;352449,855;354536,635;354489,913;373442,677;384966,42;333763,85;272381,756;361939,735;345376,402;350047,543;352552,199;361285,451;386354,774;398948,428;412692,861;391584,962;395462,166;392609,061;400506,271;402696,196;487069,238;444811,48;414843,079;415705,85;416221,871;402400,507;403912,265;375996,408;364065,151;393077,359;406920,502;316357,259;360644,194;302883,203;283244,897;270275,107;323918,584;316326,467;315251,784;312498,553;305889,276;..
Japan;USD (2022 prices and exchange rates);Energy efficiency;67,152;88,203;99,793;105,774;116,704;48,838;57,964;33,226;19,582;21,523;21,591;22,464;23,244;91,475;60,88;4,179;3,001;15,021;14,886;22,89;191,841;204,613;232,788;226,141;364,932;443,628;479,474;509,191;527,46;394,544;363,012;381,678;392,625;380,187;359,719;286,091;214,063;236,803;261,555;330,116;399,805;368,452;419,119;387,296;585,708;605,576;593,472;607,55;651,791;..
Japan;USD (2022 prices and exchange rates);Fossil fuels;15,077;11,998;11,611;33,945;22,498;87,21;322,122;458,223;393,79;416,865;387,792;372,636;392,588;393,401;371,572;291,308;297,218;267,037;275,86;306,937;310,11;307,924;284,776;261,274;220,395;134,456;89,06;63,426;285,965;243,806;272,911;286,189;314,838;270,062;290,514;265,503;242,544;273,321;292,426;319,786;321,51;321,283;206,568;92,48;143,75;127,502;114,113;116,86;116,642;..
Japan;USD (2022 prices and exchange rates);Renewables;22,268;35,13;44,442;44,073;54,856;70,03;167,414;164,273;171,327;155,608;142,704;128,593;125,697;112,045;123,408;100,891;99,764;96,662;92,454;96,177;88,787;89,355;90,646;89,816;99,38;105,726;126,166;114,526;144,876;118,444;256,938;191,7;208,705;156,731;153,852;99,68;162,842;749,72;650,255;605,544;572,986;388,08;328,293;278,282;373,915;269,08;329,312;349,723;321,389;..
Japan;USD (2022 prices and exchange rates);Nuclear;510,885;620,338;682,739;1131,73;1290,561;1525,131;1874,771;1906,761;1971,091;1979,776;2017,82;2207,623;2282,183;1846,597;1426,305;2264,692;2130,124;2128,573;2128,221;2192,708;2196,797;2277,556;2374,067;2240,619;2129,693;2135,316;2154,884;2151,486;2394,435;2342,702;2025,102;2059,726;1970,851;1981,637;2004,113;1982,488;1936,857;1549,116;1698,595;1017,821;1282,529;893,049;868,041;890,588;884,438;873,49;805,695;818,054;772,61;..
Japan;USD (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;177,387;187,546;187,843;164,649;170,101;122,747;97,478;82,286;111,43;92,094;98,022;107,978;108,052;113,441;167,383;235,812;249,094;195,147;167,337;..
Japan;USD (2022 prices and exchange rates);Other power and storage technologies;7,655;6,269;3,203;5,251;7,35;14,041;55,722;71,774;76,11;68,417;65,625;75,032;79,21;68,116;69,642;74,935;79,682;80,459;81,87;50,466;57,651;57,724;59,936;61,539;105,965;110,229;135,867;155,851;63,096;32,658;61,072;56,147;92,05;108,485;94,954;102,264;114,218;97,572;81,879;41,711;69,185;69,173;155,801;145,634;155,711;124,28;167,675;185,726;195,532;..
Japan;USD (2022 prices and exchange rates);Other cross-cutting technologies/research;289,134;337,462;341,119;10,315;12,907;27,82;36,871;37,177;49,789;55,378;61,678;35,071;26,178;27,879;20,668;17,891;18,08;75,66;89,177;79,74;94,477;98,312;97,848;100,068;88,592;57,894;61,885;69,519;290,139;252,289;0;0;0;0;0;2,075;2,064;1,995;0;0;0;156,537;69,255;148,725;153,697;171,096;139,299;104,651;102,123;..
Japan;USD (2022 prices and exchange rates);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Japan;USD (2022 prices and exchange rates);Total Budget;912,171;1099,4;1182,907;1331,088;1504,877;1773,069;2514,863;2671,434;2681,689;2697,567;2697,212;2841,418;2929,099;2539,513;2072,474;2753,895;2627,87;2663,411;2682,468;2748,917;2939,662;3035,484;3140,061;2979,457;3008,958;2987,249;3047,337;3063,999;3705,97;3384,442;3156,421;3162,986;3166,912;3061,75;3073,252;2860,848;2770,067;2990,812;3096,141;2407,071;2744,038;2304,551;2155,129;2056,445;2464,603;2406,837;2398,66;2377,711;2327,423;..
Japan;USD (2022 prices and PPP);Energy efficiency;97,321;127,829;144,627;153,295;169,136;70,779;84,005;48,153;28,38;31,192;31,292;32,556;33,687;132,571;88,232;6,057;4,35;21,769;21,573;33,173;278,028;296,539;337,372;327,739;528,885;642,936;694,886;737,953;764,431;571,8;526,102;553,153;569,019;550,993;521,329;414,623;310,235;343,191;379,063;478,426;579,425;533,985;607,416;561,295;848,848;877,642;860,099;880,503;944,619;..
Japan;USD (2022 prices and PPP);Fossil fuels;21,851;17,389;16,827;49,196;32,606;126,391;466,842;664,087;570,707;604,149;562,015;540,05;568,964;570,144;538,507;422,183;430,749;387,007;399,795;444,834;449,432;446,264;412,717;378,656;319,411;194,863;129,072;91,922;414,439;353,34;395,521;414,765;456,285;391,392;421,032;384,785;351,511;396,115;423,804;463,455;465,954;465,625;299,372;134,028;208,333;184,784;165,38;169,362;169,045;..
Japan;USD (2022 prices and PPP);Renewables;32,272;50,912;64,408;63,873;79,502;101,492;242,628;238,076;248,298;225,517;206,816;186,365;182,169;162,383;178,851;146,218;144,584;140,089;133,991;139,386;128,676;129,499;131,37;130,168;144,028;153,226;182,849;165,979;209,964;171,657;372,371;277,825;302,469;227,144;222,972;144,463;236,002;1086,544;942,393;877,595;830,41;562,432;475,785;403,305;541,903;389,969;477,262;506,842;465,779;..
Japan;USD (2022 prices and PPP);Nuclear;740,41;899,036;989,471;1640,179;1870,368;2210,322;2717,045;2763,408;2856,639;2869,226;2924,362;3199,437;3307,494;2676,213;2067,098;3282,145;3087,119;3084,872;3084,362;3177,821;3183,747;3300,788;3440,658;3247,257;3086,495;3094,644;3123,004;3118,08;3470,177;3395,202;2934,914;2985,094;2856,29;2871,922;2904,497;2873,156;2807,025;2245,084;2461,719;1475,095;1858,729;1294,267;1258,024;1290,7;1281,788;1265,921;1167,667;1185,579;1119,719;..
Japan;USD (2022 prices and PPP);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;257,082;271,804;272,235;238,62;246,522;177,893;141,272;119,254;161,492;133,468;142,06;156,49;156,596;164,406;242,583;341,755;361,004;282,82;242,515;..
Japan;USD (2022 prices and PPP);Other power and storage technologies;11,094;9,086;4,642;7,61;10,652;20,349;80,756;104,019;110,304;99,155;95,108;108,741;114,796;98,719;100,929;108,601;115,481;116,606;118,652;73,138;83,552;83,658;86,863;89,186;153,572;159,752;196,908;225,87;91,443;47,331;88,509;81,372;133,406;157,224;137,613;148,207;165,532;141,407;118,665;60,451;100,268;100,25;225,797;211,063;225,667;180,116;243,006;269,167;283,379;..
Japan;USD (2022 prices and PPP);Other cross-cutting technologies/research;419,033;489,073;494,373;14,949;18,706;40,319;53,436;53,88;72,157;80,257;89,389;50,827;37,938;40,405;29,953;25,928;26,203;109,652;129,241;115,564;136,923;142,48;141,808;145,026;128,394;83,904;89,688;100,751;420,489;365,634;0;0;0;0;0;3,007;2,991;2,892;0;0;0;226,864;100,369;215,543;222,748;247,964;201,882;151,667;148,004;..
Japan;USD (2022 prices and PPP);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Japan;USD (2022 prices and PPP);Total Budget;1321,98;1593,325;1714,348;1929,103;2180,97;2569,652;3644,71;3871,622;3886,486;3909,497;3908,982;4117,975;4245,048;3680,434;3003,57;3991,131;3808,486;3859,995;3887,614;3983,916;4260,357;4399,228;4550,789;4318,031;4360,785;4329,324;4416,407;4440,555;5370,942;4904,963;4574,5;4584,014;4589,704;4437,295;4453,965;4146,135;4014,568;4334,488;4487,137;3488,491;3976,845;3339,911;3123,359;2980,34;3571,87;3488,151;3476,3;3445,94;3373,06;..
Japan;Euro (2022 prices and exchange rates);Energy efficiency;63,853;83,87;94,892;100,579;110,972;46,439;55,117;31,594;18,621;20,466;20,531;21,36;22,102;86,981;57,89;3,974;2,854;14,283;14,154;21,765;182,417;194,562;221,353;215,033;347,007;421,837;455,922;484,179;501,551;375,164;345,181;362,93;373,339;361,512;342,049;272,039;203,548;225,171;248,707;313,901;380,167;350,353;398,532;368,272;556,938;575,83;564,32;577,707;619,775;..
Japan;Euro (2022 prices and exchange rates);Fossil fuels;14,337;11,409;11,041;32,278;21,393;82,926;306,3;435,715;374,447;396,389;368,744;354,332;373,304;374,077;353,32;276,999;282,619;253,92;262,31;291,86;294,877;292,799;270,788;248,44;209,569;127,851;84,686;60,311;271,918;231,83;259,506;272,132;299,373;256,796;276,244;252,461;230,63;259,895;278,062;304,078;305,718;305,502;196,421;87,937;136,689;121,239;108,507;111,12;110,912;..
Japan;Euro (2022 prices and exchange rates);Renewables;21,174;33,404;42,259;41,908;52,162;66,59;159,191;156,204;162,911;147,964;135,694;122,276;119,523;106,541;117,346;95,935;94,863;91,914;87,913;91,453;84,425;84,966;86,193;85,405;94,498;100,533;119,969;108,901;137,759;112,626;244,317;182,284;198,453;149,032;146,294;94,784;154,843;712,893;618,314;575,8;544,841;369,017;312,167;264,613;355,548;255,863;313,136;332,545;305,602;..
Japan;Euro (2022 prices and exchange rates);Nuclear;485,791;589,867;649,203;1076,139;1227,168;1450,216;1782,682;1813,101;1874,271;1882,53;1918,705;2099,185;2170,082;1755,892;1356,245;2153,45;2025,492;2024,017;2023,683;2085,002;2088,89;2165,683;2257,453;2130,56;2025,083;2030,429;2049,036;2045,805;2276,82;2227,628;1925,629;1958,552;1874,043;1884,299;1905,671;1885,109;1841,719;1473,024;1615,16;967,825;1219,532;849,182;825,403;846,842;840,995;830,584;766,119;777,871;734,659;..
Japan;Euro (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;168,674;178,333;178,616;156,561;161,746;116,718;92,69;78,244;105,957;87,57;93,207;102,674;102,744;107,868;159,161;224,229;236,859;185,562;159,117;..
Japan;Euro (2022 prices and exchange rates);Other power and storage technologies;7,279;5,961;3,046;4,993;6,989;13,351;52,985;68,248;72,372;65,056;62,402;71,346;75,319;64,77;66,221;71,254;75,768;76,507;77,849;47,987;54,819;54,889;56,992;58,516;100,76;104,815;129,193;148,196;59,997;31,054;58,072;53,389;87,529;103,156;90,289;97,241;108,608;92,779;77,858;39,663;65,787;65,775;148,148;138,481;148,063;118,176;159,439;176,604;185,928;..
Japan;Euro (2022 prices and exchange rates);Other cross-cutting technologies/research;274,932;320,886;324,363;9,808;12,273;26,454;35,06;35,351;47,343;52,658;58,649;33,348;24,892;26,51;19,653;17,012;17,192;71,944;84,796;75,823;89,837;93,483;93,042;95,153;84,241;55,05;58,846;66,104;275,887;239,896;0;0;0;0;0;1,973;1,963;1,897;0;0;0;148,848;65,853;141,42;146,148;162,692;132,457;99,51;97,107;..
Japan;Euro (2022 prices and exchange rates);Unallocated;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Japan;Euro (2022 prices and exchange rates);Total Budget;867,365;1045,397;1124,802;1265,705;1430,958;1685,976;2391,333;2540,213;2549,965;2565,063;2564,725;2701,847;2785,221;2414,772;1970,674;2618,624;2498,789;2532,584;2550,705;2613,89;2795,266;2886,381;2985,821;2833,106;2861,158;2840,516;2897,652;2913,496;3523,932;3218,199;3001,378;3007,62;3011,354;2911,356;2922,294;2720,323;2634,001;2843,904;2944,058;2288,836;2609,251;2191,351;2049,269;1955,433;2343,542;2288,613;2280,838;2260,918;2213,1;..
Korea;National currency (nominal);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;20739;..;25200;39444;69161;91982;90395;99258;105513;98017;123451;113777;115236;119865;126869;160197;161477;137335;136353,5;174590,5;199470;..
Korea;National currency (nominal);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13960;14982;8576;7898;10242;66931;57061;84042;85734;76463,5;102171;115657;102799;106335;64064;59328;51081;54363;77049,5;143940,5;136956;..
Korea;National currency (nominal);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;12150;15076;38411;50162;69681;75024;90400;134826;174232;158038,395;187898;181772;168486;155026;169418;157530;160420;191969;219242;204315;176324;..
Korea;National currency (nominal);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;30643;36367;223103;204410;223838;237650;66760,747;80572;90618;120885;122815;110672;107135;96567;82507;76642;68802;72296;93007;97909;104798;..
Korea;National currency (nominal);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;28576;25319;39935;42532;75598;58000;54553;50612,498;38215;38219;32158;31181;41552;42241;42256;38463;64608;114611;148297;..
Korea;National currency (nominal);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;19461;29102;42041;11814;32949;27800;52784;74467;81076;76102;101669;115810;126162;130874;125955;113238;124670;120653;114688;100701;115803;..
Korea;National currency (nominal);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13345;22422;0;0;0;0;18519;22651;28212;22678;16419;24305;23807;28628;34046;37782;37032;35273;37636;43748;11317;..
Korea;National currency (nominal);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Korea;National currency (nominal);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;110298;..;365907;339047;445806;541919;451517,747;553816;619938;602796,393;692638;700212;675783;668476;644411;646958;645738;650352;742584;879815;892965;..
Korea;National currency (2022 prices);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;29626,586;..;33759,062;52253,785;91874,143;119220,443;113876,094;120981,212;125079,987;114695,661;142677,546;130077,395;130526,154;131564,254;136633,285;168768,373;169240,358;145166,909;141888,419;176733,778;199470;..
Korea;National currency (2022 prices);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;19942,482;20691,353;11488,798;10462,945;13605,572;86751,141;71883,221;102435,099;101633,046;89474,598;118083,35;132226,735;116438,944;116713,678;68994,591;62502,357;53536,83;57463,201;80177,126;145707,518;136956;..
Korea;National currency (2022 prices);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;17356,817;20821,175;51457,116;66452,549;92564,916;97240,705;113882,393;164333,484;206542,666;184930,351;217161,672;207813,778;190841,661;170157,094;182457,006;165958,674;168132,54;202916,564;228141,564;206823,177;176324;..
Korea;National currency (2022 prices);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;43774,892;50225,767;298878,886;270793,94;297348,571;308024,813;84102,584;98205,668;107422,766;141454,901;141942,494;126527,553;121350,268;105992,286;88857,029;80742,746;72109,806;76418,88;96782,38;99110,934;104798;..
Korea;National currency (2022 prices);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;38281,704;33541,567;53050,041;55126,915;95235,411;70693,65;64669,648;59224,766;44166,693;43694,49;36424,903;34224,378;44749,988;44501,113;44287,549;40656,459;67230,595;116017,968;148297;..
Korea;National currency (2022 prices);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;27800,906;40192,215;56320,028;15650,7;43769,771;36032,358;66495,224;90764,552;96111,238;89051,585;117503,167;132401,655;142901,877;143647,772;135648,94;119296,822;130663,781;127533,572;119343,464;101937,208;115803;..
Korea;National currency (2022 prices);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;19063,927;30966,595;0;0;0;0;23329,514;27608,308;33443,809;26536,909;18976,133;27787,084;26965,845;31422,196;36666,3;39803,533;38812,394;37284,541;39163,736;44285,052;11317;..
Korea;National currency (2022 prices);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Korea;National currency (2022 prices);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;157565,611;..;490185,595;449155,487;592213,015;702396,375;568804,44;675021,973;734903,16;705368,771;800511,056;800528,689;765449,652;733721,657;694007,139;681573,617;676783,259;687440,125;772727,285;890615,635;892965;..
Korea;USD (2022 prices and exchange rates);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;22,941;..;26,141;40,463;71,143;92,318;88,18;93,682;96,855;88,814;110,482;100,725;101,073;101,877;105,802;130,686;131,051;112,41;109,871;136,854;154,459;..
Korea;USD (2022 prices and exchange rates);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;15,442;16,022;8,896;8,102;10,535;67,176;55,663;79,32;78,699;69,285;91,438;102,39;90,164;90,377;53,426;48,399;41,456;44,497;62,085;112,828;106,052;..
Korea;USD (2022 prices and exchange rates);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;13,44;16,123;39,846;51,457;71,677;75,298;88,185;127,251;159,936;143,201;168,159;160,92;147,778;131,761;141,285;128,51;130,193;157,128;176,661;160,153;136,536;..
Korea;USD (2022 prices and exchange rates);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;33,897;38,892;231,436;209,689;230,251;238,518;65,125;76,045;83,183;109,535;109,913;97,976;93,967;82,075;68,806;62,523;55,838;59,175;74,943;76,746;81,15;..
Korea;USD (2022 prices and exchange rates);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;29,643;25,973;41,079;42,687;73,745;54,742;50,077;45,861;34,2;33,835;28,206;26,502;34,652;34,459;34,294;31,482;52,06;89,838;114,834;..
Korea;USD (2022 prices and exchange rates);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;21,528;31,123;43,611;12,119;33,893;27,902;51,49;70,283;74,424;68,957;90,988;102,525;110,656;111,233;105,04;92,377;101,179;98,755;92,413;78,935;89,672;..
Korea;USD (2022 prices and exchange rates);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;14,762;23,979;0;0;0;0;18,065;21,378;25,897;20,549;14,694;21,517;20,881;24,332;28,392;30,822;30,054;28,871;30,326;34,292;8,763;..
Korea;USD (2022 prices and exchange rates);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
Korea;USD (2022 prices and exchange rates);Total Budget;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;122,011;..;379,574;347,803;458,579;543,899;440,453;522,702;569,071;546,201;619,874;619,888;592,725;568,156;537,403;527,775;524,066;532,318;598,36;689,647;691,466;..
Korea;USD (2022 prices and PPP);Energy efficiency;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;38,103;..;43,418;67,204;118,161;153,331;146,458;155,596;160,867;147,512;183,5;167,294;167,872;169,207;175,726;217,055;217,662;186,701;182,485;227,3;256,541;..
Korea;USD (2022 prices and PPP);Fossil fuels;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;25,648;26,611;14,776;13,457;17,498;111,572;92,45;131,743;130,712;115,075;151,869;170,059;149,754;150,107;88,735;80,385;68,854;73,904;103,117;187,396;176,141;..
Korea;USD (2022 prices and PPP);Renewables;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;22,323;26,778;66,18;85,466;119,049;125,063;146,466;211,352;265,637;237,842;279,295;267,272;245,444;218,841;234,661;213,442;216,238;260,974;293,416;265,998;226,773;..
Korea;USD (2022 prices and PPP);Nuclear;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;56,3;64,596;384,392;348,272;382,424;396,155;108,166;126,304;138,158;181,927;182,554;162,729;156,07;136,318;114,28;103,844;92,741;98,283;124,473;127,468;134,782;..
Korea;USD (2022 prices and PPP);Hydrogen and fuel cells;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;49,235;43,138;68,228;70,9;122,484;90,92;83,173;76,17;56,803;56,196;46,847;44,016;57,554;57,234;56,959;52,289;86,466;149,212;190,727;..
Korea;USD (2022 prices and PPP);Other power and storage technologies;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;35,755;51,692;72,434;20,129;56,293;46,342;85,52;116,734;123,61;114,53;151,122;170,284;183,788;184,747;174,46;153,429;168,049;164,023;153,489;131,103;148,936;..
Korea;USD (2022 prices and PPP);Other cross-cutting technologies/research;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;24,518;39,827;0;0;0;0;30,004;35,507;43,013;34,129;24,405;35,737;34,681;40,413;47,157;51,192;49,917;47,952;50,369;56,956;14,555;..
Korea;USD (2022 prices and PPP);Unallocated;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;..;0;..;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;..
